genus,species,subspecies,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,elevationAccuracy,year,gbifID,address,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,neighbourhood,village,municipality,amenity,hamlet,city,town,building,locality,natural,tourism,ISO3166-2-lvl6,region,leisure,suburb,residential,state_district,man_made,highway,city_district,landuse,township,ISO3166-2-lvl3,isolated_dwelling,shop,ISO3166-2-lvl7,historic,quarter,farm,industrial,farmyard,military,ISO3166-2-lvl5,borough,railway,retail,emergency,healthcare,place,aeroway,office,club,commercial
Sarracenia,flava,NA,35.622648,-76.14406,28649,NA,NA,2021,3335400757,"2nd Avenue West, Hyde County, North Carolina, United States",106973505,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16612820,35.62203454110038,-76.14430978435745,NA,2nd Avenue West,Hyde County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.740721,-76.095106,28649,NA,NA,2021,3314480617,"Tyrrell County, North Carolina, 27925, United States",298156544,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528749,35.8217079,-76.2126146,NA,NA,Tyrrell County,North Carolina,US-NC,27925,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.610268,-77.12455,28649,NA,NA,2021,3307362817,"Beaufort County, North Carolina, United States",171814458,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,269627027,35.6087692,-77.1235631,NA,NA,Beaufort County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.611532,-75.966774,28649,NA,NA,2015,2540872440,"5th Avenue East, Hyde County, North Carolina, United States",106562985,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16611100,35.60798443719931,-75.96775052017091,NA,5th Avenue East,Hyde County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.600349,-77.445198,28649,NA,NA,2009,2244302381,"Stantonsburg Road, Greenville, Pitt County, North Carolina, 27828, United States",253839604,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,756287877,35.599890344231326,-77.44521177332105,NA,Stantonsburg Road,Pitt County,North Carolina,US-NC,27828,United States,us,,NA,NA,NA,NA,NA,Greenville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.633515,-77.501195,28649,NA,NA,2012,2244221322,"V O A Site C Road, Rochdale, Pitt County, North Carolina, 27811, United States",106743026,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16721467,35.631862394633146,-77.49621608680962,NA,V O A Site C Road,Pitt County,North Carolina,US-NC,27811,United States,us,,NA,NA,NA,NA,Rochdale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.743759,-76.02614,28649,NA,NA,2019,2242806862,"Tyrrell County, North Carolina, 27925, United States",298156544,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528749,35.8217079,-76.2126146,NA,NA,Tyrrell County,North Carolina,US-NC,27925,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.687697,-77.188186,28649,NA,NA,2019,2237501375,"Pitt County, North Carolina, United States",298258145,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528734,35.611481,-77.3707461,NA,NA,Pitt County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.714269,-75.919606,28649,NA,NA,2013,2237415156,"Dare County, North Carolina, United States",297946422,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1232267,35.6333866,-75.6869011,NA,NA,Dare County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.754911,-76.062896,28649,NA,NA,2001,2006041126,"Tyrrell County, North Carolina, 27925, United States",298156544,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528749,35.8217079,-76.2126146,NA,NA,Tyrrell County,North Carolina,US-NC,27925,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.655865,-77.412593,28649,NA,NA,2016,1677262384,"US 264;NC 11 Bypass, River Road Minor, Pitt County, North Carolina, 27834, United States",127480394,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,99695732,35.657018014872875,-77.41430155720005,NA,US 264;NC 11 Bypass,Pitt County,North Carolina,US-NC,27834,United States,us,,NA,NA,NA,NA,River Road Minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.794458,-77.033837,28649,NA,NA,2016,1572359756,"Martin County, North Carolina, United States",298014374,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528720,35.8134443,-77.0948861,NA,NA,Martin County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.695679,-77.054952,28649,NA,NA,2017,1571076249,"Godard Town Road, Smithwick, Martin County, North Carolina, United States",106699213,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16660815,35.69559189213299,-77.05679364118903,NA,Godard Town Road,Martin County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,Smithwick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.743918,-77.484754,28649,NA,NA,2012,891712493,"Davidson Lane, Pitt County, North Carolina, United States",106794995,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16720497,35.7471337,-77.48166,NA,Davidson Lane,Pitt County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.774965,-77.453958,28649,NA,NA,2012,891712415,"Porter Road, Belvoir, Pitt County, North Carolina, 27834, United States",107044019,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16728543,35.77675220703453,-77.45706177181304,NA,Porter Road,Pitt County,North Carolina,US-NC,27834,United States,us,,NA,NA,NA,NA,Belvoir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.492021,-79.973018,28677,NA,NA,2022,3784782664,"Thayer Road, Montgomery County, North Carolina, 27371, United States",106626034,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16670197,35.491931,-79.969123,NA,Thayer Road,Montgomery County,North Carolina,US-NC,27371,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.461841,-79.890104,28677,NA,NA,2022,3764530840,"Montgomery County, North Carolina, United States",298185597,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528724,35.3299572,-79.8979019,NA,NA,Montgomery County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.455103,-79.821288,28677,NA,NA,2022,3759685913,"Rocky Road Drive, Montgomery County, North Carolina, 27356, United States",106759695,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16665106,35.459362,-79.822505,NA,Rocky Road Drive,Montgomery County,North Carolina,US-NC,27356,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.491636,-79.984693,28677,NA,NA,2022,3759302868,"Low Water Bridge Road, Montgomery County, North Carolina, United States",297440120,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1067222748,35.49063485727295,-79.98473230583454,NA,Low Water Bridge Road,Montgomery County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.498002,-76.17948,28677,NA,NA,2017,3385201387,"Hyde County, North Carolina, United States",297792628,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1236353,35.3935017,-76.1253302,NA,NA,Hyde County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.545427,-76.012635,28677,NA,NA,2017,3385084386,"Hyde County, North Carolina, United States",297792628,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1236353,35.3935017,-76.1253302,NA,NA,Hyde County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.561065,-76.180685,28677,NA,NA,2017,3384355388,"Carmur, Hyde County, North Carolina, 27826, United States",447076,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,158274088,35.5523904,-76.1899161,NA,NA,Hyde County,North Carolina,US-NC,27826,United States,us,,NA,NA,NA,NA,Carmur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.444116,-76.145487,28677,NA,NA,2017,3384196429,"Hyde County, North Carolina, United States",297792628,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,1236353,35.3935017,-76.1253302,NA,NA,Hyde County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.416915,-78.250033,28677,NA,NA,2021,3337547580,"Grabtown Road, Whitley Place, Johnston County, North Carolina, 27577, United States",105888092,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,15122177,35.414770660011186,-78.2519436936,NA,Grabtown Road,Johnston County,North Carolina,US-NC,27577,United States,us,,NA,NA,NA,NA,Whitley Place,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.373164,-79.98174,28706,NA,NA,2022,3963362537,"165, Correll Road, Montgomery County, North Carolina, 27371, United States",321362066,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16665297,35.372997466868775,-79.9811603213471,165,Correll Road,Montgomery County,North Carolina,US-NC,27371,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.225891,-82.799987,28706,NA,NA,2022,3902325408,"Catheys Creek Road, Transylvania County, North Carolina, United States",289156316,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1002681967,35.22441966716268,-82.80103969931133,NA,Catheys Creek Road,Transylvania County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.357081,-79.42492,28706,NA,NA,2022,3881432047,"169, Old Glendon Road, Carthage, Moore County, North Carolina, 28327, United States",306668215,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16680480,35.357102125965305,-79.42473049968378,169,Old Glendon Road,Moore County,North Carolina,US-NC,28327,United States,us,,NA,Carthage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,montana,35.208424,-82.495808,28706,NA,NA,2022,3874133018,"Pearson Mountain Trail, Mountain Valley, Henderson County, North Carolina, 28790, United States",106676879,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16612428,35.211919,-82.493004,NA,Pearson Mountain Trail,Henderson County,North Carolina,US-NC,28790,United States,us,,NA,NA,NA,NA,Mountain Valley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,rubra,NA,35.291701,-82.510685,28706,NA,NA,2022,3874121252,"Indian Cave Road, Indian Cove, Henderson County, North Carolina, 28739, United States",106219920,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16610215,35.2915609578024,-82.51143422575747,NA,Indian Cave Road,Henderson County,North Carolina,US-NC,28739,United States,us,,NA,NA,NA,NA,Indian Cove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.238216,-83.676902,28706,NA,NA,2022,3802377875,"Macon County, North Carolina, United States",298156441,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528718,35.1436639,-83.3977297,NA,NA,Macon County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.228615,-79.52619,28706,NA,NA,2021,3335107956,"West Pine Elementary School, 272, Archie Road, Taylortown, Moore County, North Carolina, 27376, United States",202737856,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,429077366,35.22795395,-79.52822216843602,272,Archie Road,Moore County,North Carolina,US-NC,27376,United States,us,,NA,Taylortown,NA,West Pine Elementary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,oreophila,NA,35.23926,-82.601435,28706,NA,NA,2021,3325537453,"199, Green Springs Road, Henderson County, North Carolina, 28739, United States",316874721,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16612106,35.239225,-82.600553,199,Green Springs Road,Henderson County,North Carolina,US-NC,28739,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.346687,-79.967215,28706,NA,NA,2020,2862338278,"492, Nance Farm Road, Montgomery County, North Carolina, 27371, United States",321363506,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16669321,35.34683523541533,-79.96662062139764,492,Nance Farm Road,Montgomery County,North Carolina,US-NC,27371,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,montana,35.357526,-82.493226,28706,NA,NA,2020,2851035963,"View Rock Lane, Balfour, Henderson County, North Carolina, 28791, United States",107053384,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16604928,35.358221,-82.493178,NA,View Rock Lane,Henderson County,North Carolina,US-NC,28791,United States,us,,NA,Balfour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,rubra,NA,35.36161,-82.411098,28706,NA,NA,2020,2850855840,"48, Chestnut Gap Road, Henderson County, North Carolina, 28792, United States",316880094,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16629157,35.3620637818787,-82.4110201813544,48,Chestnut Gap Road,Henderson County,North Carolina,US-NC,28792,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.264235,-79.126771,28706,NA,NA,2020,2634007851,"Hillmon Grove Road, Johnsonville, Harnett County, North Carolina, 28326, United States",250287955,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,734449606,35.26385993355131,-79.12552460926662,NA,Hillmon Grove Road,Harnett County,North Carolina,US-NC,28326,United States,us,,NA,NA,NA,NA,Johnsonville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,NA,35.280824,-78.84188,28706,NA,NA,2017,2619994508,"Raynor McLamb Road, Harnett County, North Carolina, 28323, United States",106475927,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16589124,35.281884,-78.842793,NA,Raynor McLamb Road,Harnett County,North Carolina,US-NC,28323,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,rubra,NA,35.30478,-82.593329,28706,NA,NA,2012,2596440260,"185, Maple Leaf Drive, Henderson County, North Carolina, 28739, United States",316880784,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16628452,35.30509273564435,-82.59369007016983,185,Maple Leaf Drive,Henderson County,North Carolina,US-NC,28739,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.357876,-78.977416,28706,NA,NA,2017,2596254168,"Harnett County, North Carolina, United States",298026707,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",relation,2528707,35.388093,-78.8624963,NA,NA,Harnett County,North Carolina,US-NC,NA,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,rubra,NA,35.230679,-82.480392,28706,NA,NA,2017,2580082834,"Mountain Maple Drive, Mount Olive, Henderson County, North Carolina, 28790, United States",243558704,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,693532616,35.2317147,-82.4802433,NA,Mountain Maple Drive,Henderson County,North Carolina,US-NC,28790,United States,us,,NA,NA,NA,NA,Mount Olive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.315825,-78.830325,28706,NA,NA,2019,2238846425,"655, Nick McLean Road, Harnett County, North Carolina, 28323, United States",335600606,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16587607,35.31580148570942,-78.82984827559328,655,Nick McLean Road,Harnett County,North Carolina,US-NC,28323,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.356354,-78.991468,28706,NA,NA,2019,2238829997,"H N McLean Lane, Harnett County, North Carolina, 27505, United States",106395398,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16591049,35.359383,-78.992153,NA,H N McLean Lane,Harnett County,North Carolina,US-NC,27505,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.381321,-78.884442,28706,NA,NA,2019,2238820304,"Withers Lane, Harnett County, North Carolina, 27546, United States",106906436,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16590665,35.382451,-78.885067,NA,Withers Lane,Harnett County,North Carolina,US-NC,27546,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.311854,-78.835587,28706,NA,NA,2019,2238816697,"Thompson Road, Harnett County, North Carolina, 28323, United States",106208159,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16585543,35.308707,-78.838796,NA,Thompson Road,Harnett County,North Carolina,US-NC,28323,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,purpurea,venosa,35.267612,-78.969462,28706,NA,NA,2019,2238816410,"Harnett County, North Carolina, 28390, United States",242733259,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,689882102,35.2679307,-78.9688681,NA,NA,Harnett County,North Carolina,US-NC,28390,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarracenia,flava,NA,35.354957,-79.885103,28706,NA,NA,2017,1457622062,"315, Taft Street, Troy, Montgomery County, North Carolina, 27371, United States",321359377,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,16668349,35.354993,-79.885091,315,Taft Street,Montgomery County,North Carolina,US-NC,27371,United States,us,,NA,NA,NA,NA,NA,NA,Troy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
